year,region_code,region_name,civil_marriage_share
2000,T_2861,Powiat m. Elbląg,0.43874643874643876
2000,T_2805,Powiat ełcki,0.33070866141732286
2000,T_2806,Powiat giżycki,0.3326612903225806
2000,T_2813,Powiat olecki,0.2913907284768212
2000,T_2816,Powiat piski,0.27925531914893614
2000,T_2801,Powiat bartoszycki,0.23387096774193547
2000,T_2808,Powiat kętrzyński,0.29854368932038833
2000,T_2809,Powiat lidzbarski,0.296875
2000,T_2810,Powiat mrągowski,0.28
2000,T_2811,Powiat nidzicki,0.21161825726141079
2000,T_2814,Powiat olsztyński,0.3076923076923077
2000,T_2817,Powiat szczycieński,0.2019704433497537
2000,T_2862,Powiat m. Olsztyn,0.36981566820276496
2000,T_1006,Powiat łódzki wschodni,0.17988394584139264
2000,T_1008,Powiat pabianicki,0.30716723549488056
2000,T_1020,Powiat zgierski,0.2605633802816901
2000,T_1061,Powiat m. Łódź,0.42152704135737007
2000,T_1001,Powiat bełchatowski,0.2193126022913257
2000,T_1007,Powiat opoczyński,0.13238289205702647
2000,T_1010,Powiat piotrkowski,0.16568047337278108
2000,T_1012,Powiat radomszczański,0.2126099706744868
2000,T_1016,Powiat tomaszowski,0.2651413189771198
2000,T_1062,Powiat m. Piotrków Trybunalski,0.3008658008658009
2000,T_1003,Powiat łaski,0.2698961937716263
2000,T_1009,Powiat pajęczański,0.16
2000,T_1011,Powiat poddębicki,0.1885245901639344
2000,T_1014,Powiat sieradzki,0.19875776397515527
2000,T_1017,Powiat wieluński,0.18872017353579176
2000,T_1018,Powiat wieruszowski,0.125
2000,T_1019,Powiat zduńskowolski,0.24293785310734464
2000,T_1002,Powiat kutnowski,0.2961165048543689
2000,T_1004,Powiat łęczycki,0.2191780821917808
2000,T_1005,Powiat łowicki,0.15434782608695652
2000,T_1013,Powiat rawski,0.11513157894736842
2000,T_1015,Powiat skierniewicki,0.10810810810810811
2000,T_1063,Powiat m. Skierniewice,0.29959514170040485
2000,T_2604,Powiat kielecki,0.1388888888888889
2000,T_2605,Powiat konecki,0.1589648798521257
2000,T_2607,Powiat ostrowiecki,0.40059347181008903
2000,T_2610,Powiat skarżyski,0.2585812356979405
2000,T_2611,Powiat starachowicki,0.2469352014010508
2000,T_2661,Powiat m. Kielce,0.2625514403292181
2000,T_2601,Powiat buski,0.2688888888888889
2000,T_2602,Powiat jędrzejowski,0.17259786476868327
2000,T_2603,Powiat kazimierski,0.2887700534759358
2000,T_2606,Powiat opatowski,0.18484848484848485
2000,T_2608,Powiat pińczowski,0.24124513618677043
2000,T_2609,Powiat sandomierski,0.20042194092827004
2000,T_2612,Powiat staszowski,0.2412280701754386
2000,T_2613,Powiat włoszczowski,0.11851851851851852
2000,T_0601,Powiat bialski,0.19230769230769232
2000,T_0613,Powiat parczewski,0.22357723577235772
2000,T_0615,Powiat radzyński,0.18160377358490565
2000,T_0619,Powiat włodawski,0.30180180180180183
2000,T_0661,Powiat m. Biała Podlaska,0.2518248175182482
2000,T_0602,Powiat biłgorajski,0.16883116883116883
2000,T_0603,Powiat chełmski,0.24189526184538654
2000,T_0604,Powiat hrubieszowski,0.28287841191067
2000,T_0606,Powiat krasnostawski,0.31202046035805625
2000,T_0618,Powiat tomaszowski,0.25793650793650796
2000,T_0620,Powiat zamojski,0.2032
2000,T_0662,Powiat m. Chełm,0.33611111111111114
2000,T_0664,Powiat m. Zamość,0.2918781725888325
2000,T_0608,Powiat lubartowski,0.17513134851138354
2000,T_0609,Powiat lubelski,0.1877496671105193
2000,T_0610,Powiat łęczyński,0.33125
2000,T_0617,Powiat świdnicki,0.2556390977443609
2000,T_0663,Powiat m. Lublin,0.33577405857740583
2000,T_0605,Powiat janowski,0.14671814671814673
2000,T_0607,Powiat kraśnicki,0.22495894909688013
2000,T_0611,Powiat łukowski,0.11597938144329897
2000,T_0612,Powiat opolski,0.27735368956743
2000,T_0614,Powiat puławski,0.25075528700906347
2000,T_0616,Powiat rycki,0.17794486215538846
2000,T_1801,Powiat bieszczadzki,0.3003412969283277
2000,T_1802,Powiat brzozowski,0.11597938144329897
2000,T_1805,Powiat jasielski,0.14893617021276595
2000,T_1807,Powiat krośnieński,0.12457912457912458
2000,T_1817,Powiat sanocki,0.2462406015037594
2000,T_1861,Powiat m. Krosno,0.2644927536231884
2000,T_1804,Powiat jarosławski,0.20673076923076922
2000,T_1809,Powiat lubaczowski,0.228486646884273
2000,T_1813,Powiat przemyski,0.19902912621359223
2000,T_1814,Powiat przeworski,0.1425531914893617
2000,T_1862,Powiat m. Przemyśl,0.335243553008596
2000,T_1806,Powiat kolbuszowski,0.17973856209150327
2000,T_1810,Powiat łańcucki,0.14988290398126464
2000,T_1815,Powiat ropczycko-sędziszowski,0.15207373271889402
2000,T_1816,Powiat rzeszowski,0.15517241379310345
2000,T_1819,Powiat strzyżowski,0.21584699453551912
2000,T_1863,Powiat m. Rzeszów,0.31521739130434784
2000,T_1803,Powiat dębicki,0.12934631432545202
2000,T_1808,Powiat leżajski,0.2032967032967033
2000,T_1811,Powiat mielecki,0.17424242424242425
2000,T_1812,Powiat niżański,0.16451612903225807
2000,T_1818,Powiat stalowowolski,0.2176759410801964
2000,T_1820,Powiat tarnobrzeski,0.19873817034700317
2000,T_1864,Powiat m. Tarnobrzeg,0.34049079754601225
2000,T_2002,Powiat białostocki,0.23605150214592274
2000,T_2011,Powiat sokólski,0.16071428571428573
2000,T_2061,Powiat m. Białystok,0.30459363957597174
2000,T_2003,Powiat bielski,0.26126126126126126
2000,T_2005,Powiat hajnowski,0.4244604316546763
2000,T_2006,Powiat kolneński,0.12686567164179105
2000,T_2007,Powiat łomżyński,0.1474820143884892
2000,T_2010,Powiat siemiatycki,0.3559322033898305
2000,T_2013,Powiat wysokomazowiecki,0.15497076023391812
2000,T_2014,Powiat zambrowski,0.17716535433070865
2000,T_2062,Powiat m. Łomża,0.25501432664756446
2000,T_2001,Powiat augustowski,0.261455525606469
2000,T_2004,Powiat grajewski,0.2721311475409836
2000,T_2008,Powiat moniecki,0.19469026548672566
2000,T_2009,Powiat sejneński,0.2773109243697479
2000,T_2012,Powiat suwalski,0.17857142857142858
2000,T_2063,Powiat m. Suwałki,0.27300613496932513
2000,T_1431,Powiat Warszawski,0.4465995275394753
2000,T_1408,Powiat legionowski,0.3114119922630561
2000,T_1412,Powiat miński,0.1826086956521739
2000,T_1417,Powiat otwocki,0.22603978300180833
2000,T_1434,Powiat wołomiński,0.19523809523809524
2000,T_1405,Powiat grodziski,0.36033519553072624
2000,T_1414,Powiat nowodworski,0.2533039647577093
2000,T_1418,Powiat piaseczyński,0.2670906200317965
2000,T_1421,Powiat pruszkowski,0.32947976878612717
2000,T_1432,Powiat warszawski zachodni,0.2595936794582393
2000,T_1402,Powiat ciechanowski,0.25139664804469275
2000,T_1413,Powiat mławski,0.15945330296127563
2000,T_1420,Powiat płoński,0.16129032258064516
2000,T_1424,Powiat pułtuski,0.14790996784565916
2000,T_1437,Powiat żuromiński,0.084
2000,T_1411,Powiat makowski,0.11182108626198083
2000,T_1415,Powiat ostrołęcki,0.12884615384615383
2000,T_1416,Powiat ostrowski,0.15502183406113537
2000,T_1422,Powiat przasnyski,0.14805194805194805
2000,T_1435,Powiat wyszkowski,0.14742014742014742
2000,T_1461,Powiat m. Ostrołęka,0.2336448598130841
2000,T_1401,Powiat białobrzeski,0.13157894736842105
2000,T_1407,Powiat kozienicki,0.16
2000,T_1409,Powiat lipski,0.2236842105263158
2000,T_1423,Powiat przysuski,0.10424710424710425
2000,T_1425,Powiat radomski,0.147024504084014
2000,T_1430,Powiat szydłowiecki,0.1693548387096774
2000,T_1436,Powiat zwoleński,0.12871287128712872
2000,T_1463,Powiat m. Radom,0.2568875651526433
2000,T_1404,Powiat gostyniński,0.20677966101694914
2000,T_1419,Powiat płocki,0.17098445595854922
2000,T_1427,Powiat sierpecki,0.2012012012012012
2000,T_1462,Powiat m. Płock,0.26618705035971224
2000,T_1403,Powiat garwoliński,0.13082706766917293
2000,T_1410,Powiat łosicki,0.09813084112149532
2000,T_1426,Powiat siedlecki,0.12702078521939955
2000,T_1429,Powiat sokołowski,0.12280701754385964
2000,T_1433,Powiat węgrowski,0.1451990632318501
2000,T_1464,Powiat m. Siedlce,0.2488479262672811
2000,T_1406,Powiat grójecki,0.18995290423861852
2000,T_1428,Powiat sochaczewski,0.19489981785063754
2000,T_1438,Powiat żyrardowski,0.21628498727735368
2001,T_1201,Powiat bocheński,0.1336996336996337
2001,T_1206,Powiat krakowski,0.165
2001,T_1208,Powiat miechowski,0.18796992481203006
2001,T_1209,Powiat myślenicki,0.13414634146341464
2001,T_1214,Powiat proszowicki,0.18218623481781376
2001,T_1219,Powiat wielicki,0.1891891891891892
2001,T_1261,Powiat m. Kraków,0.3277824035525951
2001,T_1205,Powiat gorlicki,0.1414790996784566
2001,T_1207,Powiat limanowski,0.09220779220779221
2001,T_1210,Powiat nowosądecki,0.0948782535684299
2001,T_1262,Powiat m. Nowy Sącz,0.16523605150214593
2001,T_1203,Powiat chrzanowski,0.25037037037037035
2001,T_1212,Powiat olkuski,0.2287878787878788
2001,T_1213,Powiat oświęcimski,0.22358722358722358
2001,T_1218,Powiat wadowicki,0.1794871794871795
2001,T_1202,Powiat brzeski,0.12018140589569161
2001,T_1204,Powiat dąbrowski,0.12363636363636364
2001,T_1216,Powiat tarnowski,0.12660944206008584
2001,T_1263,Powiat m. Tarnów,0.25900514579759865
2001,T_1211,Powiat nowotarski,0.17542016806722688
2001,T_1215,Powiat suski,0.12857142857142856
2001,T_1217,Powiat tatrzański,0.2701863354037267
2001,T_2402,Powiat bielski,0.22340425531914893
2001,T_2403,Powiat cieszyński,0.2529137529137529
2001,T_2417,Powiat żywiecki,0.20463847203274216
2001,T_2461,Powiat m. Bielsko-Biała,0.3434343434343434
2001,T_2407,Powiat lubliniecki,0.27884615384615385
2001,T_2413,Powiat tarnogórski,0.26375404530744334
2001,T_2462,Powiat m. Bytom,0.3767441860465116
2001,T_2471,Powiat m. Piekary Śląskie,0.33454545454545453
2001,T_2404,Powiat częstochowski,0.20473537604456823
2001,T_2406,Powiat kłobucki,0.16
2001,T_2409,Powiat myszkowski,0.2777777777777778
2001,T_2464,Powiat m. Częstochowa,0.3425076452599388
2001,T_2405,Powiat gliwicki,0.28620102214650767
2001,T_2466,Powiat m. Gliwice,0.3885778275475924
2001,T_2478,Powiat m. Zabrze,0.4157014157014157
2001,T_2463,Powiat m. Chorzów,0.3655705996131528
2001,T_2469,Powiat m. Katowice,0.3984700973574409
2001,T_2470,Powiat m. Mysłowice,0.31955922865013775
2001,T_2472,Powiat m. Ruda Śląska,0.3333333333333333
2001,T_2474,Powiat m. Siemianowice Śląskie,0.3264705882352941
2001,T_2476,Powiat m. Świętochłowice,0.3803921568627451
2001,T_2411,Powiat raciborski,0.2875
2001,T_2412,Powiat rybnicki,0.16279069767441862
2001,T_2415,Powiat wodzisławski,0.25669099756691
2001,T_2467,Powiat m. Jastrzębie-Zdrój,0.3200663349917081
2001,T_2473,Powiat m. Rybnik,0.2786259541984733
2001,T_2479,Powiat m. Żory,0.2870159453302961
2001,T_2401,Powiat będziński,0.3584070796460177
2001,T_2416,Powiat zawierciański,0.2647058823529412
2001,T_2465,Powiat m. Dąbrowa Górnicza,0.3537313432835821
2001,T_2468,Powiat m. Jaworzno,0.287378640776699
2001,T_2475,Powiat m. Sosnowiec,0.41409691629955947
2001,T_2408,Powiat mikołowski,0.24129930394431554
2001,T_2410,Powiat pszczyński,0.22016460905349794
2001,T_2414,Powiat bieruńsko-lędziński,0.24489795918367346
2001,T_2477,Powiat m. Tychy,0.31057563587684067
2001,T_0801,Powiat gorzowski,0.3275862068965517
2001,T_0803,Powiat międzyrzecki,0.28164556962025317
2001,T_0805,Powiat słubicki,0.2935323383084577
2001,T_0806,Powiat strzelecko-drezdenecki,0.30711610486891383
2001,T_0807,Powiat sulęciński,0.30303030303030304
2001,T_0861,Powiat m. Gorzów Wielkopolski,0.37662337662337664
2001,T_0802,Powiat krośnieński,0.36538461538461536
2001,T_0804,Powiat nowosolski,0.28365384615384615
2001,T_0808,Powiat świebodziński,0.31417624521072796
2001,T_0809,Powiat zielonogórski,0.3167082294264339
2001,T_0810,Powiat żagański,0.3852040816326531
2001,T_0811,Powiat żarski,0.32489451476793246
2001,T_0862,Powiat m. Zielona Góra,0.39572192513368987
2001,T_3006,Powiat jarociński,0.14025974025974025
2001,T_3007,Powiat kaliski,0.1522198731501057
2001,T_3008,Powiat kępiński,0.11764705882352941
2001,T_3012,Powiat krotoszyński,0.14479638009049775
2001,T_3017,Powiat ostrowski,0.18436406067677946
